medal_date,medal_type,medal_code,name,gender,country_code,country,country_long,nationality,team,team_gender,discipline,event,event_type,url_event,birth_date,code_athlete,code_team
7/27/2024,Gold Medal,1,EVENEPOEL Remco,Male,BEL,Belgium,Belgium,Belgium,,,Cycling Road,Men's Individual Time Trial,ATH,/en/paris-2024/results/cycling-road/men-s-individual-time-trial/fnl-000100--,1/25/2000,1903136,
7/27/2024,Silver Medal,2,GANNA Filippo,Male,ITA,Italy,Italy,Italy,,,Cycling Road,Men's Individual Time Trial,ATH,/en/paris-2024/results/cycling-road/men-s-individual-time-trial/fnl-000100--,7/25/1996,1923520,
7/27/2024,Bronze Medal,3,van AERT Wout,Male,BEL,Belgium,Belgium,Belgium,,,Cycling Road,Men's Individual Time Trial,ATH,/en/paris-2024/results/cycling-road/men-s-individual-time-trial/fnl-000100--,9/15/1994,1903147,
7/27/2024,Gold Medal,1,BROWN Grace,Female,AUS,Australia,Australia,Australia,,,Cycling Road,Women's Individual Time Trial,ATH,/en/paris-2024/results/cycling-road/women-s-individual-time-trial/fnl-000100--,7/7/1992,1940173,
7/27/2024,Silver Medal,2,HENDERSON Anna,Female,GBR,Great Britain,Great Britain,Great Britain,,,Cycling Road,Women's Individual Time Trial,ATH,/en/paris-2024/results/cycling-road/women-s-individual-time-trial/fnl-000100--,11/14/1998,1912525,
7/27/2024,Bronze Medal,3,DYGERT Chloe,Female,USA,United States,United States of America,United States,,,Cycling Road,Women's Individual Time Trial,ATH,/en/paris-2024/results/cycling-road/women-s-individual-time-trial/fnl-000100--,1/1/1997,1955079,
7/27/2024,Gold Medal,1,OH Sanguk,Male,KOR,Korea,Republic of Korea,Korea,,,Fencing,Men's Sabre Individual,HATH,/en/paris-2024/results/fencing/men-s-sabre-individual/fnl-000100--,9/30/1996,1927149,
7/27/2024,Silver Medal,2,FERJANI Fares,Male,TUN,Tunisia,Tunisia,Tunisia,,,Fencing,Men's Sabre Individual,HATH,/en/paris-2024/results/fencing/men-s-sabre-individual/fnl-000100--,7/22/1997,1937783,
7/27/2024,Bronze Medal,3,SAMELE Luigi,Male,ITA,Italy,Italy,Italy,,,Fencing,Men's Sabre Individual,HATH,/en/paris-2024/results/fencing/men-s-sabre-individual/fnl-000200--,7/25/1987,1924595,
7/27/2024,Gold Medal,1,KONG Man Wai Vivian,Female,HKG,"Hong Kong, China","Hong Kong, China","Hong Kong, China",,,Fencing,Women's Épée Individual,HATH,/en/paris-2024/results/fencing/women-s-epee-individual/fnl-000100--,2/8/1994,1963262,
7/27/2024,Silver Medal,2,MALLO-BRETON Auriane,Female,FRA,France,France,France,,,Fencing,Women's Épée Individual,HATH,/en/paris-2024/results/fencing/women-s-epee-individual/fnl-000100--,10/11/1993,1916183,
7/27/2024,Bronze Medal,3,MUHARI Eszter,Female,HUN,Hungary,Hungary,Hungary,,,Fencing,Women's Épée Individual,HATH,/en/paris-2024/results/fencing/women-s-epee-individual/fnl-000200--,9/30/2002,1946375,
7/27/2024,Gold Medal,1,SMETOV Yeldos,Male,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,,,Judo,Men -60 kg,HATH,/en/paris-2024/results/judo/men--60-kg/fnl-000100--,9/9/1992,1935408,
7/27/2024,Silver Medal,2,MKHEIDZE Luka,Male,FRA,France,France,France,,,Judo,Men -60 kg,HATH,/en/paris-2024/results/judo/men--60-kg/fnl-000100--,1/5/1996,1891304,
7/27/2024,Bronze Medal,3,NAGAYAMA Ryuju,Male,JPN,Japan,Japan,Japan,,,Judo,Men -60 kg,HATH,/en/paris-2024/results/judo/men--60-kg/repf000100--,4/15/1996,1896752,
7/27/2024,Bronze Medal,3,GARRIGOS Francisco,Male,ESP,Spain,Spain,Spain,,,Judo,Men -60 kg,HATH,/en/paris-2024/results/judo/men--60-kg/repf000200--,12/9/1994,1563544,
7/27/2024,Gold Medal,1,TSUNODA Natsumi,Female,JPN,Japan,Japan,Japan,,,Judo,Women -48 kg,HATH,/en/paris-2024/results/judo/women--48-kg/fnl-000100--,8/6/1992,1896735,
7/27/2024,Silver Medal,2,BAVUUDORJ Baasankhuu,Female,MGL,Mongolia,Mongolia,Mongolia,,,Judo,Women -48 kg,HATH,/en/paris-2024/results/judo/women--48-kg/fnl-000100--,11/26/1999,1914467,
7/27/2024,Bronze Medal,3,BOUKLI Shirine,Female,FRA,France,France,France,,,Judo,Women -48 kg,HATH,/en/paris-2024/results/judo/women--48-kg/repf000100--,1/24/1999,1891280,
7/27/2024,Bronze Medal,3,BABULFATH Tara,Female,SWE,Sweden,Sweden,Sweden,,,Judo,Women -48 kg,HATH,/en/paris-2024/results/judo/women--48-kg/repf000200--,1/3/2006,1571911,
7/27/2024,Gold Medal,1,MAERTENS Lukas,Male,GER,Germany,Germany,Germany,,,Swimming,Men's 400m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-400m-freestyle/fnl-000100--,12/27/2001,1907192,
7/27/2024,Silver Medal,2,WINNINGTON Elijah,Male,AUS,Australia,Australia,Australia,,,Swimming,Men's 400m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-400m-freestyle/fnl-000100--,5/5/2000,1946172,
7/27/2024,Bronze Medal,3,KIM Woomin,Male,KOR,Korea,Republic of Korea,Korea,,,Swimming,Men's 400m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-400m-freestyle/fnl-000100--,8/24/2001,4654306,
7/27/2024,Gold Medal,1,TITMUS Ariarne,Female,AUS,Australia,Australia,Australia,,,Swimming,Women's 400m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-400m-freestyle/fnl-000100--,9/7/2000,1946150,
7/27/2024,Silver Medal,2,McINTOSH Summer,Female,CAN,Canada,Canada,Canada,,,Swimming,Women's 400m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-400m-freestyle/fnl-000100--,8/18/2006,1967140,
7/27/2024,Bronze Medal,3,LEDECKY Katie,Female,USA,United States,United States of America,United States,,,Swimming,Women's 400m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-400m-freestyle/fnl-000100--,3/17/1997,1935938,
7/28/2024,Gold Medal,1,FOX Jessica,Female,AUS,Australia,Australia,Australia,,,Canoe Slalom,Women's Kayak Single,ATH,/en/paris-2024/results/canoe-slalom/women-s-kayak-single/fnl-000100--,6/11/1994,1940205,
7/28/2024,Silver Medal,2,ZWOLINSKA Klaudia,Female,POL,Poland,Poland,Poland,,,Canoe Slalom,Women's Kayak Single,ATH,/en/paris-2024/results/canoe-slalom/women-s-kayak-single/fnl-000100--,12/18/1998,1942126,
7/28/2024,Bronze Medal,3,WOODS Kimberley,Female,GBR,Great Britain,Great Britain,Great Britain,,,Canoe Slalom,Women's Kayak Single,ATH,/en/paris-2024/results/canoe-slalom/women-s-kayak-single/fnl-000100--,9/8/1995,1896045,
7/28/2024,Gold Medal,1,FERRAND PREVOT Pauline,Female,FRA,France,France,France,,,Cycling Mountain Bike,Women's Cross-country,ATH,/en/paris-2024/results/cycling-mountain-bike/women-s-cross-country/fnl-000100--,2/10/1992,1895672,
7/28/2024,Silver Medal,2,BATTEN Haley,Female,USA,United States,United States of America,United States,,,Cycling Mountain Bike,Women's Cross-country,ATH,/en/paris-2024/results/cycling-mountain-bike/women-s-cross-country/fnl-000100--,9/19/1998,1955070,
7/28/2024,Bronze Medal,3,RISSVEDS Jenny,Female,SWE,Sweden,Sweden,Sweden,,,Cycling Mountain Bike,Women's Cross-country,ATH,/en/paris-2024/results/cycling-mountain-bike/women-s-cross-country/fnl-000100--,6/6/1994,1564023,
7/28/2024,Gold Medal,1,KANO Koki,Male,JPN,Japan,Japan,Japan,,,Fencing,Men's Épée Individual,HATH,/en/paris-2024/results/fencing/men-s-epee-individual/fnl-000100--,12/19/1997,1896548,
7/28/2024,Silver Medal,2,BOREL Yannick,Male,FRA,France,France,France,,,Fencing,Men's Épée Individual,HATH,/en/paris-2024/results/fencing/men-s-epee-individual/fnl-000100--,11/5/1988,1916194,
7/28/2024,Bronze Medal,3,ELSAYED Mohamed,Male,EGY,Egypt,Egypt,Egypt,,,Fencing,Men's Épée Individual,HATH,/en/paris-2024/results/fencing/men-s-epee-individual/fnl-000200--,3/3/2003,1936462,
7/28/2024,Gold Medal,1,KIEFER Lee,Female,USA,United States,United States of America,United States,,,Fencing,Women's Foil Individual,HATH,/en/paris-2024/results/fencing/women-s-foil-individual/fnl-000100--,6/15/1994,1950611,
7/28/2024,Silver Medal,2,SCRUGGS Lauren,Female,USA,United States,United States of America,United States,,,Fencing,Women's Foil Individual,HATH,/en/paris-2024/results/fencing/women-s-foil-individual/fnl-000100--,1/27/2003,1950643,
7/28/2024,Bronze Medal,3,HARVEY Eleanor,Female,CAN,Canada,Canada,Canada,,,Fencing,Women's Foil Individual,HATH,/en/paris-2024/results/fencing/women-s-foil-individual/fnl-000200--,1/14/1995,1973213,
7/28/2024,Gold Medal,1,ABE Hifumi,Male,JPN,Japan,Japan,Japan,,,Judo,Men -66 kg,HATH,/en/paris-2024/results/judo/men--66-kg/fnl-000100--,8/9/1997,1896763,
7/28/2024,Silver Medal,2,LIMA Willian,Male,BRA,Brazil,Brazil,Brazil,,,Judo,Men -66 kg,HATH,/en/paris-2024/results/judo/men--66-kg/fnl-000100--,1/31/2000,1953840,
7/28/2024,Bronze Medal,3,KYRGYZBAYEV Gusman,Male,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,,,Judo,Men -66 kg,HATH,/en/paris-2024/results/judo/men--66-kg/repf000100--,9/28/1992,1935410,
7/28/2024,Bronze Medal,3,VIERU Denis,Male,MDA,Republic of Moldova,Republic of Moldova,Republic of Moldova,,,Judo,Men -66 kg,HATH,/en/paris-2024/results/judo/men--66-kg/repf000200--,3/10/1996,1561138,
7/28/2024,Gold Medal,1,KELDIYOROVA Diyora,Female,UZB,Uzbekistan,Uzbekistan,Uzbekistan,,,Judo,Women -52 kg,HATH,/en/paris-2024/results/judo/women--52-kg/fnl-000100--,7/13/1998,1566997,
7/28/2024,Silver Medal,2,KRASNIQI Distria,Female,KOS,Kosovo,Kosovo,Kosovo,,,Judo,Women -52 kg,HATH,/en/paris-2024/results/judo/women--52-kg/fnl-000100--,12/10/1995,1550162,
7/28/2024,Bronze Medal,3,PIMENTA Larissa,Female,BRA,Brazil,Brazil,Brazil,,,Judo,Women -52 kg,HATH,/en/paris-2024/results/judo/women--52-kg/repf000100--,3/1/1999,1953817,
7/28/2024,Bronze Medal,3,BUCHARD Amandine,Female,FRA,France,France,France,,,Judo,Women -52 kg,HATH,/en/paris-2024/results/judo/women--52-kg/repf000200--,7/12/1995,1891283,
7/28/2024,Gold Medal,1,XIE Yu,Male,CHN,China,People's Republic of China,China,,,Shooting,10m Air Pistol Men,ATH,/en/paris-2024/results/shooting/10m-air-pistol-men/fnl-000100--,6/12/2000,1913907,
7/28/2024,Silver Medal,2,MALDINI Federico Nilo,Male,ITA,Italy,Italy,Italy,,,Shooting,10m Air Pistol Men,ATH,/en/paris-2024/results/shooting/10m-air-pistol-men/fnl-000100--,3/28/2001,1551388,
7/28/2024,Bronze Medal,3,MONNA Paolo,Male,ITA,Italy,Italy,Italy,,,Shooting,10m Air Pistol Men,ATH,/en/paris-2024/results/shooting/10m-air-pistol-men/fnl-000100--,4/19/1998,1551387,
7/28/2024,Gold Medal,1,OH Ye Jin,Female,KOR,Korea,Republic of Korea,Korea,,,Shooting,10m Air Pistol Women,ATH,/en/paris-2024/results/shooting/10m-air-pistol-women/fnl-000100--,5/10/2005,1893972,
7/28/2024,Silver Medal,2,KIM Yeji,Female,KOR,Korea,Republic of Korea,Korea,,,Shooting,10m Air Pistol Women,ATH,/en/paris-2024/results/shooting/10m-air-pistol-women/fnl-000100--,9/4/1992,1893930,
7/28/2024,Bronze Medal,3,BHAKER Manu,Female,IND,India,India,India,,,Shooting,10m Air Pistol Women,ATH,/en/paris-2024/results/shooting/10m-air-pistol-women/fnl-000100--,2/18/2002,1538159,
7/28/2024,Gold Medal,1,YOSHIZAWA Coco,Female,JPN,Japan,Japan,Japan,,,Skateboarding,Women's Street,ATH,/en/paris-2024/results/skateboarding/women-s-street/fnl-000100--,9/22/2009,1902055,
7/28/2024,Silver Medal,2,AKAMA Liz,Female,JPN,Japan,Japan,Japan,,,Skateboarding,Women's Street,ATH,/en/paris-2024/results/skateboarding/women-s-street/fnl-000100--,1/8/2009,1902069,
7/28/2024,Bronze Medal,3,LEAL Rayssa,Female,BRA,Brazil,Brazil,Brazil,,,Skateboarding,Women's Street,ATH,/en/paris-2024/results/skateboarding/women-s-street/fnl-000100--,1/4/2008,1955689,
7/28/2024,Gold Medal,1,MARTINENGHI Nicolo,Male,ITA,Italy,Italy,Italy,,,Swimming,Men's 100m Breaststroke,ATH,/en/paris-2024/results/swimming/men-s-100m-breaststroke/fnl-000100--,8/1/1999,1925633,
7/28/2024,Silver Medal,2,PEATY Adam,Male,GBR,Great Britain,Great Britain,Great Britain,,,Swimming,Men's 100m Breaststroke,ATH,/en/paris-2024/results/swimming/men-s-100m-breaststroke/fnl-000100--,12/28/1994,1956469,
7/28/2024,Silver Medal,2,FINK Nic,Male,USA,United States,United States of America,United States,,,Swimming,Men's 100m Breaststroke,ATH,/en/paris-2024/results/swimming/men-s-100m-breaststroke/fnl-000100--,7/3/1993,1935901,
7/28/2024,Gold Medal,1,MARCHAND Leon,Male,FRA,France,France,France,,,Swimming,Men's 400m Individual Medley,ATH,/en/paris-2024/results/swimming/men-s-400m-individual-medley/fnl-000100--,5/17/2002,1909294,
7/28/2024,Silver Medal,2,MATSUSHITA Tomoyuki,Male,JPN,Japan,Japan,Japan,,,Swimming,Men's 400m Individual Medley,ATH,/en/paris-2024/results/swimming/men-s-400m-individual-medley/fnl-000100--,8/1/2005,1963635,
7/28/2024,Bronze Medal,3,FOSTER Carson,Male,USA,United States,United States of America,United States,,,Swimming,Men's 400m Individual Medley,ATH,/en/paris-2024/results/swimming/men-s-400m-individual-medley/fnl-000100--,10/26/2001,1935903,
7/28/2024,Gold Medal,1,HUSKE Torri,Female,USA,United States,United States of America,United States,,,Swimming,Women's 100m Butterfly,ATH,/en/paris-2024/results/swimming/women-s-100m-butterfly/fnl-000100--,12/7/2002,1935923,
7/28/2024,Silver Medal,2,WALSH Gretchen,Female,USA,United States,United States of America,United States,,,Swimming,Women's 100m Butterfly,ATH,/en/paris-2024/results/swimming/women-s-100m-butterfly/fnl-000100--,1/29/2003,1935998,
7/28/2024,Bronze Medal,3,ZHANG Yufei,Female,CHN,China,People's Republic of China,China,,,Swimming,Women's 100m Butterfly,ATH,/en/paris-2024/results/swimming/women-s-100m-butterfly/fnl-000100--,4/19/1998,1945125,
7/29/2024,Gold Medal,1,GESTIN Nicolas,Male,FRA,France,France,France,,,Canoe Slalom,Men's Canoe Single,ATH,/en/paris-2024/results/canoe-slalom/men-s-canoe-single/fnl-000100--,3/14/2000,1880479,
7/29/2024,Silver Medal,2,BURGESS Adam,Male,GBR,Great Britain,Great Britain,Great Britain,,,Canoe Slalom,Men's Canoe Single,ATH,/en/paris-2024/results/canoe-slalom/men-s-canoe-single/fnl-000100--,7/17/1992,1896030,
7/29/2024,Bronze Medal,3,BENUS Matej,Male,SVK,Slovakia,Slovakia,Slovakia,,,Canoe Slalom,Men's Canoe Single,ATH,/en/paris-2024/results/canoe-slalom/men-s-canoe-single/fnl-000100--,11/2/1987,1961080,
7/29/2024,Gold Medal,1,PIDCOCK Thomas,Male,GBR,Great Britain,Great Britain,Great Britain,,,Cycling Mountain Bike,Men's Cross-country,ATH,/en/paris-2024/results/cycling-mountain-bike/men-s-cross-country/fnl-000100--,7/30/1999,1912546,
7/29/2024,Silver Medal,2,KORETZKY Victor,Male,FRA,France,France,France,,,Cycling Mountain Bike,Men's Cross-country,ATH,/en/paris-2024/results/cycling-mountain-bike/men-s-cross-country/fnl-000100--,8/26/1994,1895687,
7/29/2024,Bronze Medal,3,HATHERLY Alan,Male,RSA,South Africa,South Africa,South Africa,,,Cycling Mountain Bike,Men's Cross-country,ATH,/en/paris-2024/results/cycling-mountain-bike/men-s-cross-country/fnl-000100--,3/15/1996,1943604,
7/29/2024,Gold Medal,1,JUNG Michael,Male,GER,Germany,Germany,Germany,,,Equestrian,Eventing Individual,ATH,/en/paris-2024/results/equestrian/eventing-individual/jump000100--,7/31/1982,1914921,
7/29/2024,Silver Medal,2,BURTON Christopher,Male,AUS,Australia,Australia,Australia,,,Equestrian,Eventing Individual,ATH,/en/paris-2024/results/equestrian/eventing-individual/jump000100--,11/22/1981,1940438,
7/29/2024,Bronze Medal,3,COLLETT Laura,Female,GBR,Great Britain,Great Britain,Great Britain,,,Equestrian,Eventing Individual,ATH,/en/paris-2024/results/equestrian/eventing-individual/jump000100--,8/31/1989,1970898,
7/29/2024,Gold Medal,1,CHEUNG Ka Long,Male,HKG,"Hong Kong, China","Hong Kong, China","Hong Kong, China",,,Fencing,Men's Foil Individual,HATH,/en/paris-2024/results/fencing/men-s-foil-individual/fnl-000100--,6/10/1997,1963245,
7/29/2024,Silver Medal,2,MACCHI Filippo,Male,ITA,Italy,Italy,Italy,,,Fencing,Men's Foil Individual,HATH,/en/paris-2024/results/fencing/men-s-foil-individual/fnl-000100--,9/19/2001,1924289,
7/29/2024,Bronze Medal,3,ITKIN Nick,Male,USA,United States,United States of America,United States,,,Fencing,Men's Foil Individual,HATH,/en/paris-2024/results/fencing/men-s-foil-individual/fnl-000200--,10/9/1999,1950602,
7/29/2024,Gold Medal,1,APITHY-BRUNET Manon,Female,FRA,France,France,France,,,Fencing,Women's Sabre Individual,HATH,/en/paris-2024/results/fencing/women-s-sabre-individual/fnl-000100--,2/7/1996,1916223,
7/29/2024,Silver Medal,2,BALZER Sara,Female,FRA,France,France,France,,,Fencing,Women's Sabre Individual,HATH,/en/paris-2024/results/fencing/women-s-sabre-individual/fnl-000100--,4/3/1995,1916222,
7/29/2024,Bronze Medal,3,KHARLAN Olga,Female,UKR,Ukraine,Ukraine,Ukraine,,,Fencing,Women's Sabre Individual,HATH,/en/paris-2024/results/fencing/women-s-sabre-individual/fnl-000200--,9/4/1990,1897644,
7/29/2024,Gold Medal,1,HEYDAROV Hidayat,Male,AZE,Azerbaijan,Azerbaijan,Azerbaijan,,,Judo,Men -73 kg,HATH,/en/paris-2024/results/judo/men--73-kg/fnl-000100--,7/27/1997,1972337,
7/29/2024,Silver Medal,2,GABA Joan-Benjamin,Male,FRA,France,France,France,,,Judo,Men -73 kg,HATH,/en/paris-2024/results/judo/men--73-kg/fnl-000100--,1/7/2001,1891311,
7/29/2024,Bronze Medal,3,OSMANOV Adil,Male,MDA,Republic of Moldova,Republic of Moldova,Republic of Moldova,,,Judo,Men -73 kg,HATH,/en/paris-2024/results/judo/men--73-kg/repf000100--,7/2/2000,1563437,
7/29/2024,Bronze Medal,3,HASHIMOTO Soichi,Male,JPN,Japan,Japan,Japan,,,Judo,Men -73 kg,HATH,/en/paris-2024/results/judo/men--73-kg/repf000200--,8/24/1991,1896740,
7/29/2024,Gold Medal,1,DEGUCHI Christa,Female,CAN,Canada,Canada,Canada,,,Judo,Women -57 kg,HATH,/en/paris-2024/results/judo/women--57-kg/fnl-000100--,10/29/1995,1955526,
7/29/2024,Silver Medal,2,HUH Mimi,Female,KOR,Korea,Republic of Korea,Korea,,,Judo,Women -57 kg,HATH,/en/paris-2024/results/judo/women--57-kg/fnl-000100--,12/19/2002,1928067,
7/29/2024,Bronze Medal,3,FUNAKUBO Haruka,Female,JPN,Japan,Japan,Japan,,,Judo,Women -57 kg,HATH,/en/paris-2024/results/judo/women--57-kg/repf000100--,10/10/1998,1896733,
7/29/2024,Bronze Medal,3,CYSIQUE Sarah Leonie,Female,FRA,France,France,France,,,Judo,Women -57 kg,HATH,/en/paris-2024/results/judo/women--57-kg/repf000200--,7/6/1998,1891286,
7/29/2024,Gold Medal,1,SHENG Lihao,Male,CHN,China,People's Republic of China,China,,,Shooting,10m Air Rifle Men,ATH,/en/paris-2024/results/shooting/10m-air-rifle-men/fnl-000100--,12/4/2004,1913899,
7/29/2024,Silver Medal,2,LINDGREN Victor,Male,SWE,Sweden,Sweden,Sweden,,,Shooting,10m Air Rifle Men,ATH,/en/paris-2024/results/shooting/10m-air-rifle-men/fnl-000100--,5/16/2003,1572919,
7/29/2024,Bronze Medal,3,MARICIC Miran,Male,CRO,Croatia,Croatia,Croatia,,,Shooting,10m Air Rifle Men,ATH,/en/paris-2024/results/shooting/10m-air-rifle-men/fnl-000100--,6/17/1997,1888047,
7/29/2024,Gold Medal,1,BAN Hyojin,Female,KOR,Korea,Republic of Korea,Korea,,,Shooting,10m Air Rifle Women,ATH,/en/paris-2024/results/shooting/10m-air-rifle-women/fnl-000100--,9/20/2007,1893845,
7/29/2024,Silver Medal,2,HUANG Yuting,Female,CHN,China,People's Republic of China,China,,,Shooting,10m Air Rifle Women,ATH,/en/paris-2024/results/shooting/10m-air-rifle-women/fnl-000100--,9/3/2006,1913945,
7/29/2024,Bronze Medal,3,GOGNIAT Audrey,Female,SUI,Switzerland,Switzerland,Switzerland,,,Shooting,10m Air Rifle Women,ATH,/en/paris-2024/results/shooting/10m-air-rifle-women/fnl-000100--,10/30/2002,1976545,
7/29/2024,Gold Medal,1,HORIGOME Yuto,Male,JPN,Japan,Japan,Japan,,,Skateboarding,Men's Street,ATH,/en/paris-2024/results/skateboarding/men-s-street/fnl-000100--,1/7/1999,1902081,
7/29/2024,Silver Medal,2,EATON Jagger,Male,USA,United States,United States of America,United States,,,Skateboarding,Men's Street,ATH,/en/paris-2024/results/skateboarding/men-s-street/fnl-000100--,2/21/2001,1944226,
7/29/2024,Bronze Medal,3,HUSTON Nyjah,Male,USA,United States,United States of America,United States,,,Skateboarding,Men's Street,ATH,/en/paris-2024/results/skateboarding/men-s-street/fnl-000100--,11/30/1994,1944232,
7/29/2024,Gold Medal,1,CECCON Thomas,Male,ITA,Italy,Italy,Italy,,,Swimming,Men's 100m Backstroke,ATH,/en/paris-2024/results/swimming/men-s-100m-backstroke/fnl-000100--,1/27/2001,1925635,
7/29/2024,Silver Medal,2,XU Jiayu,Male,CHN,China,People's Republic of China,China,,,Swimming,Men's 100m Backstroke,ATH,/en/paris-2024/results/swimming/men-s-100m-backstroke/fnl-000100--,8/19/1995,1945132,
7/29/2024,Bronze Medal,3,MURPHY Ryan,Male,USA,United States,United States of America,United States,,,Swimming,Men's 100m Backstroke,ATH,/en/paris-2024/results/swimming/men-s-100m-backstroke/fnl-000100--,7/2/1995,1935957,
7/29/2024,Gold Medal,1,POPOVICI David,Male,ROU,Romania,Romania,Romania,,,Swimming,Men's 200m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-200m-freestyle/fnl-000100--,9/15/2004,1543549,
7/29/2024,Silver Medal,2,RICHARDS Matthew,Male,GBR,Great Britain,Great Britain,Great Britain,,,Swimming,Men's 200m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-200m-freestyle/fnl-000100--,12/17/2002,1903617,
7/29/2024,Bronze Medal,3,HOBSON Luke,Male,USA,United States,United States of America,United States,,,Swimming,Men's 200m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-200m-freestyle/fnl-000100--,6/25/2003,1935918,
7/29/2024,Gold Medal,1,SMITH Tatjana,Female,RSA,South Africa,South Africa,South Africa,,,Swimming,Women's 100m Breaststroke,ATH,/en/paris-2024/results/swimming/women-s-100m-breaststroke/fnl-000100--,7/9/1997,1962589,
7/29/2024,Silver Medal,2,TANG Qianting,Female,CHN,China,People's Republic of China,China,,,Swimming,Women's 100m Breaststroke,ATH,/en/paris-2024/results/swimming/women-s-100m-breaststroke/fnl-000100--,3/14/2004,1945200,
7/29/2024,Bronze Medal,3,Mc SHARRY Mona,Female,IRL,Ireland,Ireland,Ireland,,,Swimming,Women's 100m Breaststroke,ATH,/en/paris-2024/results/swimming/women-s-100m-breaststroke/fnl-000100--,8/21/2000,1543304,
7/29/2024,Gold Medal,1,O'CALLAGHAN Mollie,Female,AUS,Australia,Australia,Australia,,,Swimming,Women's 200m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-200m-freestyle/fnl-000100--,4/2/2004,1946218,
7/29/2024,Silver Medal,2,TITMUS Ariarne,Female,AUS,Australia,Australia,Australia,,,Swimming,Women's 200m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-200m-freestyle/fnl-000100--,9/7/2000,1946150,
7/29/2024,Bronze Medal,3,HAUGHEY Siobhan Bernadette,Female,HKG,"Hong Kong, China","Hong Kong, China","Hong Kong, China",,,Swimming,Women's 200m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-200m-freestyle/fnl-000100--,10/31/1997,1925125,
7/29/2024,Gold Medal,1,McINTOSH Summer,Female,CAN,Canada,Canada,Canada,,,Swimming,Women's 400m Individual Medley,ATH,/en/paris-2024/results/swimming/women-s-400m-individual-medley/fnl-000100--,8/18/2006,1967140,
7/29/2024,Silver Medal,2,GRIMES Katie,Female,USA,United States,United States of America,United States,,,Swimming,Women's 400m Individual Medley,ATH,/en/paris-2024/results/swimming/women-s-400m-individual-medley/fnl-000100--,1/8/2006,1935909,
7/29/2024,Bronze Medal,3,WEYANT Emma,Female,USA,United States,United States of America,United States,,,Swimming,Women's 400m Individual Medley,ATH,/en/paris-2024/results/swimming/women-s-400m-individual-medley/fnl-000100--,12/24/2001,1936001,
7/30/2024,Gold Medal,1,NAGASE Takanori,Male,JPN,Japan,Japan,Japan,,,Judo,Men -81 kg,HATH,/en/paris-2024/results/judo/men--81-kg/fnl-000100--,10/14/1993,1896765,
7/30/2024,Silver Medal,2,GRIGALASHVILI Tato,Male,GEO,Georgia,Georgia,Georgia,,,Judo,Men -81 kg,HATH,/en/paris-2024/results/judo/men--81-kg/fnl-000100--,12/1/1999,1546651,
7/30/2024,Bronze Medal,3,LEE Joonhwan,Male,KOR,Korea,Republic of Korea,Korea,,,Judo,Men -81 kg,HATH,/en/paris-2024/results/judo/men--81-kg/repf000100--,6/19/2002,1928079,
7/30/2024,Bronze Medal,3,MAKHMADBEKOV Somon,Male,TJK,Tajikistan,Tajikistan,Tajikistan,,,Judo,Men -81 kg,HATH,/en/paris-2024/results/judo/men--81-kg/repf000200--,3/24/1999,1570561,
7/30/2024,Gold Medal,1,LESKI Andreja,Female,SLO,Slovenia,Slovenia,Slovenia,,,Judo,Women -63 kg,HATH,/en/paris-2024/results/judo/women--63-kg/fnl-000100--,1/8/1997,1980833,
7/30/2024,Silver Medal,2,AWITI ALCARAZ Prisca,Female,MEX,Mexico,Mexico,Mexico,,,Judo,Women -63 kg,HATH,/en/paris-2024/results/judo/women--63-kg/fnl-000100--,2/20/1996,1537287,
7/30/2024,Bronze Medal,3,AGBEGNENOU Clarisse,Female,FRA,France,France,France,,,Judo,Women -63 kg,HATH,/en/paris-2024/results/judo/women--63-kg/repf000100--,10/25/1992,1891289,
7/30/2024,Bronze Medal,3,FAZLIU Laura,Female,KOS,Kosovo,Kosovo,Kosovo,,,Judo,Women -63 kg,HATH,/en/paris-2024/results/judo/women--63-kg/repf000200--,9/28/2000,1550167,
7/30/2024,Gold Medal,1,HALES Nathan,Male,GBR,Great Britain,Great Britain,Great Britain,,,Shooting,Trap Men,ATH,/en/paris-2024/results/shooting/trap-men/fnl-000100--,6/16/1996,1904430,
7/30/2024,Silver Medal,2,QI Ying,Male,CHN,China,People's Republic of China,China,,,Shooting,Trap Men,ATH,/en/paris-2024/results/shooting/trap-men/fnl-000100--,1/23/1997,1913928,
7/30/2024,Bronze Medal,3,BROL CARDENAS Jean Pierre,Male,GUA,Guatemala,Guatemala,Guatemala,,,Shooting,Trap Men,ATH,/en/paris-2024/results/shooting/trap-men/fnl-000100--,12/18/1982,1958970,
