medal_date,medal_type,medal_code,name,gender,country_code,country,country_long,nationality,team,team_gender,discipline,event,event_type,url_event,birth_date,code_athlete,code_team
8/3/2024,Gold Medal,1,MAGGETTI Marta,Female,ITA,Italy,Italy,Italy,,,Sailing,Women's Windsurfing,ATH,/en/paris-2024/results/sailing/women-s-windsurfing/fnl-000100--,1/10/1996,1899653,
8/3/2024,Silver Medal,2,KANTOR Sharon,Female,ISR,Israel,Israel,Israel,,,Sailing,Women's Windsurfing,ATH,/en/paris-2024/results/sailing/women-s-windsurfing/fnl-000100--,1/28/2003,1927733,
8/3/2024,Bronze Medal,3,WILSON Emma,Female,GBR,Great Britain,Great Britain,Great Britain,,,Sailing,Women's Windsurfing,ATH,/en/paris-2024/results/sailing/women-s-windsurfing/fnl-000100--,4/7/1999,1899748,
8/3/2024,Gold Medal,1,YANG Jiin,Female,KOR,Korea,Republic of Korea,Korea,,,Shooting,25m Pistol Women,ATH,/en/paris-2024/results/shooting/25m-pistol-women/fnl-000100--,5/20/2003,1893995,
8/3/2024,Silver Medal,2,JEDRZEJEWSKI Camille,Female,FRA,France,France,France,,,Shooting,25m Pistol Women,ATH,/en/paris-2024/results/shooting/25m-pistol-women/fnl-000100--,4/25/2002,1888429,
8/3/2024,Bronze Medal,3,MAJOR Veronika,Female,HUN,Hungary,Hungary,Hungary,,,Shooting,25m Pistol Women,ATH,/en/paris-2024/results/shooting/25m-pistol-women/fnl-000100--,3/19/1997,1899493,
8/3/2024,Gold Medal,1,HANCOCK Vincent,Male,USA,United States,United States of America,United States,,,Shooting,Skeet Men,ATH,/en/paris-2024/results/shooting/skeet-men/fnl-000100--,3/19/1989,1944354,
8/3/2024,Silver Medal,2,PRINCE Conner Lynn,Male,USA,United States,United States of America,United States,,,Shooting,Skeet Men,ATH,/en/paris-2024/results/shooting/skeet-men/fnl-000100--,3/28/2000,1944385,
8/3/2024,Bronze Medal,3,LEE Meng Yuan,Male,TPE,Chinese Taipei,Chinese Taipei,Chinese Taipei,,,Shooting,Skeet Men,ATH,/en/paris-2024/results/shooting/skeet-men/fnl-000100--,8/25/1994,1569852,
8/3/2024,Gold Medal,1,MILAK Kristof,Male,HUN,Hungary,Hungary,Hungary,,,Swimming,Men's 100m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-100m-butterfly/fnl-000100--,2/20/2000,1905860,
8/3/2024,Silver Medal,2,LIENDO Josh,Male,CAN,Canada,Canada,Canada,,,Swimming,Men's 100m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-100m-butterfly/fnl-000100--,8/20/2002,1967069,
8/3/2024,Bronze Medal,3,KHARUN Ilya,Male,CAN,Canada,Canada,Canada,,,Swimming,Men's 100m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-100m-butterfly/fnl-000100--,2/7/2005,1967058,
8/3/2024,Gold Medal,1,McINTOSH Summer,Female,CAN,Canada,Canada,Canada,,,Swimming,Women's 200m Individual Medley,ATH,/en/paris-2024/results/swimming/women-s-200m-individual-medley/fnl-000100--,8/18/2006,1967140,
8/3/2024,Silver Medal,2,DOUGLASS Kate,Female,USA,United States,United States of America,United States,,,Swimming,Women's 200m Individual Medley,ATH,/en/paris-2024/results/swimming/women-s-200m-individual-medley/fnl-000100--,11/17/2001,1935895,
8/3/2024,Bronze Medal,3,McKEOWN Kaylee,Female,AUS,Australia,Australia,Australia,,,Swimming,Women's 200m Individual Medley,ATH,/en/paris-2024/results/swimming/women-s-200m-individual-medley/fnl-000100--,7/12/2001,1946198,
8/3/2024,Gold Medal,1,LEDECKY Katie,Female,USA,United States,United States of America,United States,,,Swimming,Women's 800m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-800m-freestyle/fnl-000100--,3/17/1997,1935938,
8/3/2024,Silver Medal,2,TITMUS Ariarne,Female,AUS,Australia,Australia,Australia,,,Swimming,Women's 800m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-800m-freestyle/fnl-000100--,9/7/2000,1946150,
8/3/2024,Bronze Medal,3,MADDEN Paige,Female,USA,United States,United States of America,United States,,,Swimming,Women's 800m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-800m-freestyle/fnl-000100--,10/22/1998,1935943,
8/3/2024,Gold Medal,1,CHEN Meng,Female,CHN,China,People's Republic of China,China,,,Table Tennis,Women's Singles,HATH,/en/paris-2024/results/table-tennis/women-s-singles/fnl-000100--,1/15/1994,1902307,
8/3/2024,Silver Medal,2,SUN Yingsha,Female,CHN,China,People's Republic of China,China,,,Table Tennis,Women's Singles,HATH,/en/paris-2024/results/table-tennis/women-s-singles/fnl-000100--,11/4/2000,1902313,
8/3/2024,Bronze Medal,3,HAYATA Hina,Female,JPN,Japan,Japan,Japan,,,Table Tennis,Women's Singles,HATH,/en/paris-2024/results/table-tennis/women-s-singles/fnl-000200--,7/7/2000,1931100,
8/3/2024,Bronze Medal,3,MUSETTI Lorenzo,Male,ITA,Italy,Italy,Italy,,,Tennis,Men's Singles,HATH,/en/paris-2024/results/tennis/men-s-singles/fnl-000200--,3/3/2002,1562400,
8/3/2024,Gold Medal,1,ZHENG Qinwen,Female,CHN,China,People's Republic of China,China,,,Tennis,Women's Singles,HATH,/en/paris-2024/results/tennis/women-s-singles/fnl-000100--,10/8/2002,1927709,
8/3/2024,Silver Medal,2,VEKIC Donna,Female,CRO,Croatia,Croatia,Croatia,,,Tennis,Women's Singles,HATH,/en/paris-2024/results/tennis/women-s-singles/fnl-000100--,6/28/1996,1554972,
8/4/2024,Gold Medal,1,KIM Woojin,Male,KOR,Korea,Republic of Korea,Korea,,,Archery,Men's Individual,HATH,/en/paris-2024/results/archery/men-s-individual/fnl-000100--,6/20/1992,1902135,
8/4/2024,Silver Medal,2,ELLISON Brady,Male,USA,United States,United States of America,United States,,,Archery,Men's Individual,HATH,/en/paris-2024/results/archery/men-s-individual/fnl-000100--,10/27/1988,1955595,
8/4/2024,Bronze Medal,3,LEE Wooseok,Male,KOR,Korea,Republic of Korea,Korea,,,Archery,Men's Individual,HATH,/en/paris-2024/results/archery/men-s-individual/fnl-000200--,8/7/1997,1902144,
8/4/2024,Gold Medal,1,LIU Yang,Male,CHN,China,People's Republic of China,China,,,Artistic Gymnastics,Men's Rings,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-rings/fnl-000001--,8/11/1994,1918856,
8/4/2024,Silver Medal,2,ZOU Jingyuan,Male,CHN,China,People's Republic of China,China,,,Artistic Gymnastics,Men's Rings,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-rings/fnl-000001--,1/3/1998,1918865,
8/4/2024,Bronze Medal,3,PETROUNIAS Eleftherios,Male,GRE,Greece,Greece,Greece,,,Artistic Gymnastics,Men's Rings,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-rings/fnl-000001--,11/30/1990,1961314,
8/4/2024,Gold Medal,1,YULO Carlos Edriel,Male,PHI,Philippines,Philippines,Philippines,,,Artistic Gymnastics,Men's Vault,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-vault/fnl-000001--,2/16/2000,1975874,
8/4/2024,Silver Medal,2,DAVTYAN Artur,Male,ARM,Armenia,Armenia,Armenia,,,Artistic Gymnastics,Men's Vault,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-vault/fnl-000001--,8/8/1992,1915828,
8/4/2024,Bronze Medal,3,HEPWORTH Harry,Male,GBR,Great Britain,Great Britain,Great Britain,,,Artistic Gymnastics,Men's Vault,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-vault/fnl-000001--,12/6/2003,1904740,
8/4/2024,Gold Medal,1,NEMOUR Kaylia,Female,ALG,Algeria,Algeria,Algeria,,,Artistic Gymnastics,Women's Uneven Bars,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-uneven-bars/fnl-000001--,12/30/2006,1545688,
8/4/2024,Silver Medal,2,QIU Qiyuan,Female,CHN,China,People's Republic of China,China,,,Artistic Gymnastics,Women's Uneven Bars,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-uneven-bars/fnl-000001--,5/24/2007,1918872,
8/4/2024,Bronze Medal,3,LEE Sunisa,Female,USA,United States,United States of America,United States,,,Artistic Gymnastics,Women's Uneven Bars,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-uneven-bars/fnl-000001--,3/9/2003,1959866,
8/4/2024,Gold Medal,1,LYLES Noah,Male,USA,United States,United States of America,United States,,,Athletics,Men's 100m,ATH,/en/paris-2024/results/athletics/men-s-100m/fnl-000100--,7/18/1997,1960173,
8/4/2024,Silver Medal,2,THOMPSON Kishane,Male,JAM,Jamaica,Jamaica,Jamaica,,,Athletics,Men's 100m,ATH,/en/paris-2024/results/athletics/men-s-100m/fnl-000100--,7/17/2001,1980161,
8/4/2024,Bronze Medal,3,KERLEY Fred,Male,USA,United States,United States of America,United States,,,Athletics,Men's 100m,ATH,/en/paris-2024/results/athletics/men-s-100m/fnl-000100--,5/7/1995,1960958,
8/4/2024,Gold Medal,1,KATZBERG Ethan,Male,CAN,Canada,Canada,Canada,,,Athletics,Men's Hammer Throw,ATH,/en/paris-2024/results/athletics/men-s-hammer-throw/fnl-000100--,4/5/2002,1974151,
8/4/2024,Silver Medal,2,HALASZ Bence,Male,HUN,Hungary,Hungary,Hungary,,,Athletics,Men's Hammer Throw,ATH,/en/paris-2024/results/athletics/men-s-hammer-throw/fnl-000100--,8/4/1997,1916814,
8/4/2024,Bronze Medal,3,KOKHAN Mykhaylo,Male,UKR,Ukraine,Ukraine,Ukraine,,,Athletics,Men's Hammer Throw,ATH,/en/paris-2024/results/athletics/men-s-hammer-throw/fnl-000100--,1/22/2001,1571563,
8/4/2024,Gold Medal,1,MAHUCHIKH Yaroslava,Female,UKR,Ukraine,Ukraine,Ukraine,,,Athletics,Women's High Jump,ATH,/en/paris-2024/results/athletics/women-s-high-jump/fnl-000100--,9/19/2001,1571559,
8/4/2024,Silver Medal,2,OLYSLAGERS Nicola,Female,AUS,Australia,Australia,Australia,,,Athletics,Women's High Jump,ATH,/en/paris-2024/results/athletics/women-s-high-jump/fnl-000100--,12/28/1996,1939838,
8/4/2024,Bronze Medal,3,GERASHCHENKO Iryna,Female,UKR,Ukraine,Ukraine,Ukraine,,,Athletics,Women's High Jump,ATH,/en/paris-2024/results/athletics/women-s-high-jump/fnl-000100--,3/10/1995,1571577,
8/4/2024,Bronze Medal,3,PATTERSON Eleanor,Female,AUS,Australia,Australia,Australia,,,Athletics,Women's High Jump,ATH,/en/paris-2024/results/athletics/women-s-high-jump/fnl-000100--,5/22/1996,1939763,
8/4/2024,Bronze Medal,,TUNJUNG Gregoria Mariska,Female,INA,Indonesia,Indonesia,Indonesia,,,Badminton,Women's Singles,HATH,/en/paris-2024/results/badminton/women-s-singles/sfnl000100--,8/11/1999,1926315,
8/4/2024,Bronze Medal,3,ALCANTARA REYES Yunior,Male,DOM,Dominican Republic,Dominican Republic,Dominican Republic,,,Boxing,Men's 51kg,HATH,/en/paris-2024/results/boxing/men-s-51kg/sfnl000100--,2/10/2004,1908817,
8/4/2024,Bronze Medal,3,de PINA David,Male,CPV,Cabo Verde,Cabo Verde,Cabo Verde,,,Boxing,Men's 51kg,HATH,/en/paris-2024/results/boxing/men-s-51kg/sfnl000200--,8/7/1996,1892464,
8/4/2024,Bronze Medal,3,SANFORD Wyatt,Male,CAN,Canada,Canada,Canada,,,Boxing,Men's 63.5kg,HATH,/en/paris-2024/results/boxing/men-s-63-5kg/sfnl000100--,11/3/1998,1972293,
8/4/2024,Bronze Medal,3,GURULI Lasha,Male,GEO,Georgia,Georgia,Georgia,,,Boxing,Men's 63.5kg,HATH,/en/paris-2024/results/boxing/men-s-63-5kg/sfnl000200--,8/27/1996,1550184,
8/4/2024,Bronze Medal,3,PINALES Cristian Javier,Male,DOM,Dominican Republic,Dominican Republic,Dominican Republic,,,Boxing,Men's 80kg,HATH,/en/paris-2024/results/boxing/men-s-80kg/sfnl000100--,11/2/2000,1943368,
8/4/2024,Bronze Medal,3,LOPEZ CARDONA Arlen,Male,CUB,Cuba,Cuba,Cuba,,,Boxing,Men's 80kg,HATH,/en/paris-2024/results/boxing/men-s-80kg/sfnl000200--,2/21/1993,1555548,
8/4/2024,Bronze Medal,3,REYES PLA Enmanuel,Male,ESP,Spain,Spain,Spain,,,Boxing,Men's 92kg,HATH,/en/paris-2024/results/boxing/men-s-92kg/sfnl000100--,12/14/1992,1934790,
8/4/2024,Bronze Medal,3,BOLTAEV Davlat,Male,TJK,Tajikistan,Tajikistan,Tajikistan,,,Boxing,Men's 92kg,HATH,/en/paris-2024/results/boxing/men-s-92kg/sfnl000200--,1/13/1999,1909011,
8/4/2024,Bronze Medal,3,PANG Cholmi,Female,PRK,DPR Korea,Democratic People's Republic of Korea,DPR Korea,,,Boxing,Women's 54kg,HATH,/en/paris-2024/results/boxing/women-s-54kg/sfnl000100--,8/26/1994,1980125,
8/4/2024,Bronze Medal,3,IM Aeji,Female,KOR,Korea,Republic of Korea,Korea,,,Boxing,Women's 54kg,HATH,/en/paris-2024/results/boxing/women-s-54kg/sfnl000200--,5/11/1999,1891890,
8/4/2024,Gold Medal,1,FAULKNER Kristen,Female,USA,United States,United States of America,United States,,,Cycling Road,Women's Road Race,ATH,/en/paris-2024/results/cycling-road/women-s-road-race/fnl-000100--,12/18/1992,1955081,
8/4/2024,Silver Medal,2,VOS Marianne,Female,NED,Netherlands,Netherlands,Netherlands,,,Cycling Road,Women's Road Race,ATH,/en/paris-2024/results/cycling-road/women-s-road-race/fnl-000100--,5/13/1987,1969165,
8/4/2024,Bronze Medal,3,KOPECKY Lotte,Female,BEL,Belgium,Belgium,Belgium,,,Cycling Road,Women's Road Race,ATH,/en/paris-2024/results/cycling-road/women-s-road-race/fnl-000100--,11/10/1995,1903120,
8/4/2024,Gold Medal,1,von BREDOW-WERNDL Jessica,Female,GER,Germany,Germany,Germany,,,Equestrian,Dressage Individual,ATH,/en/paris-2024/results/equestrian/dressage-individual/gpfr000100--,2/16/1986,1914905,
8/4/2024,Silver Medal,2,WERTH Isabell,Female,GER,Germany,Germany,Germany,,,Equestrian,Dressage Individual,ATH,/en/paris-2024/results/equestrian/dressage-individual/gpfr000100--,7/21/1969,1914909,
8/4/2024,Bronze Medal,3,FRY Charlotte,Female,GBR,Great Britain,Great Britain,Great Britain,,,Equestrian,Dressage Individual,ATH,/en/paris-2024/results/equestrian/dressage-individual/gpfr000100--,2/11/1996,1970905,
8/4/2024,Gold Medal,1,SCHEFFLER Scottie,Male,USA,United States,United States of America,United States,,,Golf,Men's Individual Stroke Play,ATH,/en/paris-2024/results/golf/men-s-individual-stroke-play/fnl---------,6/21/1996,1951724,
8/4/2024,Silver Medal,2,FLEETWOOD Tommy,Male,GBR,Great Britain,Great Britain,Great Britain,,,Golf,Men's Individual Stroke Play,ATH,/en/paris-2024/results/golf/men-s-individual-stroke-play/fnl---------,1/19/1991,1923629,
8/4/2024,Bronze Medal,3,MATSUYAMA Hideki,Male,JPN,Japan,Japan,Japan,,,Golf,Men's Individual Stroke Play,ATH,/en/paris-2024/results/golf/men-s-individual-stroke-play/fnl---------,2/25/1992,1961406,
8/4/2024,Gold Medal,1,CROVETTO CHADID Francisca,Female,CHI,Chile,Chile,Chile,,,Shooting,Skeet Women,ATH,/en/paris-2024/results/shooting/skeet-women/fnl-000100--,4/27/1990,1937878,
8/4/2024,Silver Medal,2,RUTTER Amber Jo,Female,GBR,Great Britain,Great Britain,Great Britain,,,Shooting,Skeet Women,ATH,/en/paris-2024/results/shooting/skeet-women/fnl-000100--,8/21/1997,1977402,
8/4/2024,Bronze Medal,3,SMITH Austen Jewell,Female,USA,United States,United States of America,United States,,,Shooting,Skeet Women,ATH,/en/paris-2024/results/shooting/skeet-women/fnl-000100--,7/23/2001,1944397,
8/4/2024,Gold Medal,1,FINKE Bobby,Male,USA,United States,United States of America,United States,,,Swimming,Men's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-1500m-freestyle/fnl-000100--,11/6/1999,1935902,
8/4/2024,Silver Medal,2,PALTRINIERI Gregorio,Male,ITA,Italy,Italy,Italy,,,Swimming,Men's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-1500m-freestyle/fnl-000100--,9/5/1994,1925630,
8/4/2024,Bronze Medal,3,WIFFEN Daniel,Male,IRL,Ireland,Ireland,Ireland,,,Swimming,Men's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-1500m-freestyle/fnl-000100--,7/14/2001,1539969,
8/4/2024,Gold Medal,1,SJOESTROEM Sarah,Female,SWE,Sweden,Sweden,Sweden,,,Swimming,Women's 50m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-50m-freestyle/fnl-000100--,8/17/1993,1572557,
8/4/2024,Silver Medal,2,HARRIS Meg,Female,AUS,Australia,Australia,Australia,,,Swimming,Women's 50m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-50m-freestyle/fnl-000100--,3/7/2002,1946212,
8/4/2024,Bronze Medal,3,ZHANG Yufei,Female,CHN,China,People's Republic of China,China,,,Swimming,Women's 50m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-50m-freestyle/fnl-000100--,4/19/1998,1945125,
8/4/2024,Gold Medal,1,FAN Zhendong,Male,CHN,China,People's Republic of China,China,,,Table Tennis,Men's Singles,HATH,/en/paris-2024/results/table-tennis/men-s-singles/fnl-000100--,1/22/1997,1902295,
8/4/2024,Silver Medal,2,MOREGARD Truls,Male,SWE,Sweden,Sweden,Sweden,,,Table Tennis,Men's Singles,HATH,/en/paris-2024/results/table-tennis/men-s-singles/fnl-000100--,2/16/2002,1563390,
8/4/2024,Bronze Medal,3,LEBRUN Felix,Male,FRA,France,France,France,,,Table Tennis,Men's Singles,HATH,/en/paris-2024/results/table-tennis/men-s-singles/fnl-000200--,9/12/2006,1889177,
8/4/2024,Gold Medal,1,DJOKOVIC Novak,Male,SRB,Serbia,Serbia,Serbia,,,Tennis,Men's Singles,HATH,/en/paris-2024/results/tennis/men-s-singles/fnl-000100--,5/22/1987,1956398,
8/4/2024,Silver Medal,2,ALCARAZ Carlos,Male,ESP,Spain,Spain,Spain,,,Tennis,Men's Singles,HATH,/en/paris-2024/results/tennis/men-s-singles/fnl-000100--,5/5/2003,1563682,
8/5/2024,Gold Medal,1,OKA Shinnosuke,Male,JPN,Japan,Japan,Japan,,,Artistic Gymnastics,Men's Horizontal Bar,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-horizontal-bar/fnl-000001--,10/31/2003,1919480,
8/5/2024,Silver Medal,2,BARAJAS Angel,Male,COL,Colombia,Colombia,Colombia,,,Artistic Gymnastics,Men's Horizontal Bar,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-horizontal-bar/fnl-000001--,8/12/2006,1935685,
8/5/2024,Bronze Medal,3,ZHANG Boheng,Male,CHN,China,People's Republic of China,China,,,Artistic Gymnastics,Men's Horizontal Bar,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-horizontal-bar/fnl-000001--,3/4/2000,1918864,
8/5/2024,Bronze Medal,3,TANG Chia-Hung,Male,TPE,Chinese Taipei,Chinese Taipei,Chinese Taipei,,,Artistic Gymnastics,Men's Horizontal Bar,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-horizontal-bar/fnl-000001--,9/23/1996,1878037,
8/5/2024,Gold Medal,1,ZOU Jingyuan,Male,CHN,China,People's Republic of China,China,,,Artistic Gymnastics,Men's Parallel Bars,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-parallel-bars/fnl-000001--,1/3/1998,1918865,
8/5/2024,Silver Medal,2,KOVTUN Illia,Male,UKR,Ukraine,Ukraine,Ukraine,,,Artistic Gymnastics,Men's Parallel Bars,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-parallel-bars/fnl-000001--,8/10/2003,1897555,
8/5/2024,Bronze Medal,3,OKA Shinnosuke,Male,JPN,Japan,Japan,Japan,,,Artistic Gymnastics,Men's Parallel Bars,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-parallel-bars/fnl-000001--,10/31/2003,1919480,
8/5/2024,Gold Medal,1,D'AMATO Alice,Female,ITA,Italy,Italy,Italy,,,Artistic Gymnastics,Women's Balance Beam,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-balance-beam/fnl-000001--,2/7/2003,1551061,
8/5/2024,Silver Medal,2,ZHOU Yaqin,Female,CHN,China,People's Republic of China,China,,,Artistic Gymnastics,Women's Balance Beam,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-balance-beam/fnl-000001--,11/12/2005,1918881,
8/5/2024,Bronze Medal,3,ESPOSITO Manila,Female,ITA,Italy,Italy,Italy,,,Artistic Gymnastics,Women's Balance Beam,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-balance-beam/fnl-000001--,11/2/2006,1560762,
8/5/2024,Gold Medal,1,ANDRADE Rebeca,Female,BRA,Brazil,Brazil,Brazil,,,Artistic Gymnastics,Women's Floor Exercise,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-floor-exercise/fnl-000001--,5/8/1999,1953634,
8/5/2024,Silver Medal,2,BILES Simone,Female,USA,United States,United States of America,United States,,,Artistic Gymnastics,Women's Floor Exercise,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-floor-exercise/fnl-000001--,3/14/1997,1959861,
8/5/2024,Bronze Medal,3,BARBOSU Ana,Female,ROU,Romania,Romania,Romania,,,Artistic Gymnastics,Women's Floor Exercise,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-floor-exercise/fnl-000001--,7/26/2006,1550170,
8/5/2024,Gold Medal,1,DUPLANTIS Armand,Male,SWE,Sweden,Sweden,Sweden,,,Athletics,Men's Pole Vault,ATH,/en/paris-2024/results/athletics/men-s-pole-vault/fnl-000100--,11/10/1999,1569203,
8/5/2024,Silver Medal,2,KENDRICKS Sam,Male,USA,United States,United States of America,United States,,,Athletics,Men's Pole Vault,ATH,/en/paris-2024/results/athletics/men-s-pole-vault/fnl-000100--,9/7/1992,1960178,
8/5/2024,Bronze Medal,3,KARALIS Emmanouil,Male,GRE,Greece,Greece,Greece,,,Athletics,Men's Pole Vault,ATH,/en/paris-2024/results/athletics/men-s-pole-vault/fnl-000100--,10/20/1999,1961218,
8/5/2024,Gold Medal,1,CHEBET Beatrice,Female,KEN,Kenya,Kenya,Kenya,,,Athletics,Women's 5000m,ATH,/en/paris-2024/results/athletics/women-s-5000m/fnl-000100--,3/5/2000,1910560,
8/5/2024,Silver Medal,2,KIPYEGON Faith,Female,KEN,Kenya,Kenya,Kenya,,,Athletics,Women's 5000m,ATH,/en/paris-2024/results/athletics/women-s-5000m/fnl-000100--,1/10/1994,1910451,
8/5/2024,Bronze Medal,3,HASSAN Sifan,Female,NED,Netherlands,Netherlands,Netherlands,,,Athletics,Women's 5000m,ATH,/en/paris-2024/results/athletics/women-s-5000m/fnl-000100--,1/1/1993,1972105,
8/5/2024,Gold Medal,1,HODGKINSON Keely,Female,GBR,Great Britain,Great Britain,Great Britain,,,Athletics,Women's 800m,ATH,/en/paris-2024/results/athletics/women-s-800m/fnl-000100--,3/3/2002,1924429,
8/5/2024,Silver Medal,2,DUGUMA Tsige,Female,ETH,Ethiopia,Ethiopia,Ethiopia,,,Athletics,Women's 800m,ATH,/en/paris-2024/results/athletics/women-s-800m/fnl-000100--,2/23/2001,1536498,
8/5/2024,Bronze Medal,3,MORAA Mary,Female,KEN,Kenya,Kenya,Kenya,,,Athletics,Women's 800m,ATH,/en/paris-2024/results/athletics/women-s-800m/fnl-000100--,6/15/2000,1928047,
8/5/2024,Gold Medal,1,ALLMAN Valarie,Female,USA,United States,United States of America,United States,,,Athletics,Women's Discus Throw,ATH,/en/paris-2024/results/athletics/women-s-discus-throw/fnl-000100--,2/23/1995,1960721,
8/5/2024,Silver Medal,2,FENG Bin,Female,CHN,China,People's Republic of China,China,,,Athletics,Women's Discus Throw,ATH,/en/paris-2024/results/athletics/women-s-discus-throw/fnl-000100--,4/3/1994,1919067,
8/5/2024,Bronze Medal,3,ELKASEVIC Sandra,Female,CRO,Croatia,Croatia,Croatia,,,Athletics,Women's Discus Throw,ATH,/en/paris-2024/results/athletics/women-s-discus-throw/fnl-000100--,6/21/1990,1922205,
8/5/2024,Gold Medal,1,AXELSEN Viktor,Male,DEN,Denmark,Denmark,Denmark,,,Badminton,Men's Singles,HATH,/en/paris-2024/results/badminton/men-s-singles/fnl-000100--,1/4/1994,1888993,
8/5/2024,Silver Medal,2,VITIDSARN Kunlavut,Male,THA,Thailand,Thailand,Thailand,,,Badminton,Men's Singles,HATH,/en/paris-2024/results/badminton/men-s-singles/fnl-000100--,5/11/2001,1926294,
8/5/2024,Bronze Medal,3,LEE Zii Jia,Male,MAS,Malaysia,Malaysia,Malaysia,,,Badminton,Men's Singles,HATH,/en/paris-2024/results/badminton/men-s-singles/fnl-000200--,3/29/1998,1566617,
8/5/2024,Gold Medal,1,AN Se Young,Female,KOR,Korea,Republic of Korea,Korea,,,Badminton,Women's Singles,HATH,/en/paris-2024/results/badminton/women-s-singles/fnl-000100--,2/5/2002,1891498,
8/5/2024,Silver Medal,2,HE Bing Jiao,Female,CHN,China,People's Republic of China,China,,,Badminton,Women's Singles,HATH,/en/paris-2024/results/badminton/women-s-singles/fnl-000100--,3/21/1997,1913436,
8/5/2024,Gold Medal,1,BUTCHER Finn,Male,NZL,New Zealand,New Zealand,New Zealand,,,Canoe Slalom,Men's Kayak Cross,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-cross/fnl---------,3/17/1995,1945386,
8/5/2024,Silver Medal,2,CLARKE Joseph,Male,GBR,Great Britain,Great Britain,Great Britain,,,Canoe Slalom,Men's Kayak Cross,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-cross/fnl---------,11/3/1992,1896032,
8/5/2024,Bronze Medal,3,HEGGE Noah,Male,GER,Germany,Germany,Germany,,,Canoe Slalom,Men's Kayak Cross,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-cross/fnl---------,3/15/1999,1913780,
8/5/2024,Gold Medal,1,FOX Noemie,Female,AUS,Australia,Australia,Australia,,,Canoe Slalom,Women's Kayak Cross,ATH,/en/paris-2024/results/canoe-slalom/women-s-kayak-cross/fnl---------,3/19/1997,1940209,
8/5/2024,Silver Medal,2,HUG Angele,Female,FRA,France,France,France,,,Canoe Slalom,Women's Kayak Cross,ATH,/en/paris-2024/results/canoe-slalom/women-s-kayak-cross/fnl---------,7/30/2000,1880483,
8/5/2024,Bronze Medal,3,WOODS Kimberley,Female,GBR,Great Britain,Great Britain,Great Britain,,,Canoe Slalom,Women's Kayak Cross,ATH,/en/paris-2024/results/canoe-slalom/women-s-kayak-cross/fnl---------,9/8/1995,1896045,
8/5/2024,Gold Medal,1,LI Yuehong,Male,CHN,China,People's Republic of China,China,,,Shooting,25m Rapid Fire Pistol Men,ATH,/en/paris-2024/results/shooting/25m-rapid-fire-pistol-men/fnl-000100--,8/28/1989,1913913,
8/5/2024,Silver Medal,2,CHO Yeongjae,Male,KOR,Korea,Republic of Korea,Korea,,,Shooting,25m Rapid Fire Pistol Men,ATH,/en/paris-2024/results/shooting/25m-rapid-fire-pistol-men/fnl-000100--,1/15/1999,1893852,
8/5/2024,Bronze Medal,3,WANG Xinjie,Male,CHN,China,People's Republic of China,China,,,Shooting,25m Rapid Fire Pistol Men,ATH,/en/paris-2024/results/shooting/25m-rapid-fire-pistol-men/fnl-000100--,10/24/1996,1913919,
8/5/2024,Gold Medal,1,VAAST Kauli,Male,FRA,France,France,France,,,Surfing,Men,HATH,/en/paris-2024/results/surfing/men/fnl---------,2/26/2002,1567361,
